term_str,n,p,i,n_chars,h,max_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,dfidf
contradict,14,2.044094028325303e-05,15.578178912662976,10,0.0003184326248755,VB,"{'VBP', 'NN', 'VB'}",0,contradict,contradict,contradict,47.16884805075463
contribute,14,2.044094028325303e-05,15.578178912662976,10,0.0003184326248755,VB,"{'VBP', 'NN', 'VB'}",0,contribut,contribut,contribut,41.9377174339668
troops,14,2.044094028325303e-05,15.578178912662976,6,0.0003184326248755,NNS,"{'VBP', 'NNS', 'VBZ'}",0,troop,troop,troop,29.58442402537732
corporate,14,2.044094028325303e-05,15.578178912662976,9,0.0003184326248755,JJ,{'JJ'},0,corpor,corpor,corp,32.95841441358507
quick,14,2.044094028325303e-05,15.578178912662976,5,0.0003184326248755,JJ,"{'NN', 'JJ', 'PDT'}",0,quick,quick,quick,44.6189504161142
mixture,14,2.044094028325303e-05,15.578178912662976,7,0.0003184326248755,NN,{'NN'},0,mixtur,mixtur,mixt,44.6189504161142
aright,14,2.044094028325303e-05,15.578178912662976,6,0.0003184326248755,NN,"{'RB', 'VBD', 'NN', 'JJ', 'IN', 'RP'}",0,aright,aright,aright,44.6189504161142
ordered,14,2.044094028325303e-05,15.578178912662976,7,0.0003184326248755,VBN,"{'JJ', 'VBN', 'VBD'}",0,order,order,ord,49.59838156185835
engaged,14,2.044094028325303e-05,15.578178912662976,7,0.0003184326248755,VBN,"{'VBN', 'VBD'}",0,engag,engag,eng,49.59838156185835
excellency,14,2.044094028325303e-05,15.578178912662976,10,0.0003184326248755,NN,{'NN'},0,excel,excel,excel,47.16884805075463
translated,14,2.044094028325303e-05,15.578178912662976,10,0.0003184326248755,VBN,"{'JJ', 'VBN'}",0,translat,translat,transl,39.111973531575565
operating,14,2.044094028325303e-05,15.578178912662976,9,0.0003184326248755,VBG,"{'NN', 'VBG'}",0,oper,oper,op,44.6189504161142
severe,14,2.044094028325303e-05,15.578178912662976,6,0.0003184326248755,JJ,{'JJ'},0,sever,sever,sev,44.6189504161142
suggest,14,2.044094028325303e-05,15.578178912662976,7,0.0003184326248755,VB,"{'VBP', 'NN', 'JJS', 'VB'}",0,suggest,suggest,suggest,49.59838156185835
designes,14,2.044094028325303e-05,15.578178912662976,8,0.0003184326248755,NNS,{'NNS'},0,design,design,design,44.6189504161142
undoubtedly,14,2.044094028325303e-05,15.578178912662976,11,0.0003184326248755,RB,{'RB'},0,undoubtedli,undoubt,undoubt,47.16884805075463
envy,14,2.044094028325303e-05,15.578178912662976,4,0.0003184326248755,NN,"{'NN', 'VB'}",0,envi,envi,envy,47.16884805075463
indifference,14,2.044094028325303e-05,15.578178912662976,12,0.0003184326248755,NN,{'NN'},0,indiffer,indiffer,indiff,29.58442402537732
tends,14,2.044094028325303e-05,15.578178912662976,5,0.0003184326248755,VBZ,"{'VB', 'NNS', 'VBZ'}",0,tend,tend,tend,36.12559870627234
offspring,14,2.044094028325303e-05,15.578178912662976,9,0.0003184326248755,NN,"{'NN', 'VBG', 'JJ'}",0,offspr,offspr,offspr,25.9688587169834
wonders,14,2.044094028325303e-05,15.578178912662976,7,0.0003184326248755,NNS,{'NNS'},0,wonder,wonder,wond,39.111973531575565
sweetness,14,2.044094028325303e-05,15.578178912662976,9,0.0003184326248755,NN,"{'NN', 'JJ'}",0,sweet,sweet,sweet,39.111973531575565
tongues,14,2.044094028325303e-05,15.578178912662976,7,0.0003184326248755,NNS,{'NNS'},0,tongu,tongu,tongu,47.16884805075463
stir,14,2.044094028325303e-05,15.578178912662976,4,0.0003184326248755,VB,"{'VBP', 'NN', 'JJ', 'VB'}",0,stir,stir,stir,49.59838156185835
horses,14,2.044094028325303e-05,15.578178912662976,6,0.0003184326248755,NNS,"{'NNS', 'VBZ'}",0,hors,hors,hors,47.16884805075463
contracted,14,2.044094028325303e-05,15.578178912662976,10,0.0003184326248755,VBD,"{'VBN', 'VBD'}",0,contract,contract,contract,39.111973531575565
bears,14,2.044094028325303e-05,15.578178912662976,5,0.0003184326248755,VBZ,"{'VB', 'NNS', 'VBZ'}",0,bear,bear,bear,47.16884805075463
hearer,14,2.044094028325303e-05,15.578178912662976,6,0.0003184326248755,NN,{'NN'},0,hearer,hearer,hear,36.12559870627234
kingdomes,14,2.044094028325303e-05,15.578178912662976,9,0.0003184326248755,NNS,{'NNS'},0,kingdom,kingdom,kingdom,44.6189504161142
emperors,14,2.044094028325303e-05,15.578178912662976,8,0.0003184326248755,NNS,{'NNS'},0,emperor,emperor,emp,36.12559870627234
feed,14,2.044094028325303e-05,15.578178912662976,4,0.0003184326248755,VB,"{'VBP', 'NN', 'VBN', 'VB'}",0,feed,feed,fee,29.58442402537732
cruelty,14,2.044094028325303e-05,15.578178912662976,7,0.0003184326248755,NN,{'NN'},0,cruelti,cruelti,cruel,47.16884805075463
job,14,2.044094028325303e-05,15.578178912662976,3,0.0003184326248755,NN,{'NN'},0,job,job,job,29.58442402537732
shining,14,2.044094028325303e-05,15.578178912662976,7,0.0003184326248755,VBG,"{'NN', 'VBG'}",0,shine,shine,shin,32.95841441358507
messiah,14,2.044094028325303e-05,15.578178912662976,7,0.0003184326248755,NN,"{'NN', 'JJ', 'JJS'}",0,messiah,messiah,messiah,32.95841441358507
exception,14,2.044094028325303e-05,15.578178912662976,9,0.0003184326248755,NN,{'NN'},0,except,except,exceiv,47.16884805075463
subservient,14,2.044094028325303e-05,15.578178912662976,11,0.0003184326248755,JJ,"{'NN', 'JJ'}",0,subservi,subservi,subservy,47.16884805075463
exceeding,14,2.044094028325303e-05,15.578178912662976,9,0.0003184326248755,VBG,"{'NN', 'VBG'}",0,exceed,exceed,excess,47.16884805075463
ecclesiastiques,14,2.044094028325303e-05,15.578178912662976,15,0.0003184326248755,NNS,"{'NNS', 'VB'}",0,ecclesiastiqu,ecclesiastiqu,ecclesiast,25.9688587169834
elective,14,2.044094028325303e-05,15.578178912662976,8,0.0003184326248755,JJ,{'JJ'},0,elect,elect,elect,36.12559870627234
romane,14,2.044094028325303e-05,15.578178912662976,6,0.0003184326248755,NN,{'NN'},0,roman,roman,rom,25.9688587169834
prevented,14,2.044094028325303e-05,15.578178912662976,9,0.0003184326248755,VBD,"{'VBN', 'VBD'}",0,prevent,prevent,prev,41.9377174339668
identical,14,2.044094028325303e-05,15.578178912662976,9,0.0003184326248755,JJ,{'JJ'},0,ident,ident,id,32.95841441358507
differing,14,2.044094028325303e-05,15.578178912662976,9,0.0003184326248755,VBG,"{'NN', 'VBG'}",0,differ,differ,diff,41.9377174339668
imitation,14,2.044094028325303e-05,15.578178912662976,9,0.0003184326248755,NN,"{'NN', 'VB'}",0,imit,imit,imit,47.16884805075463
accidental,14,2.044094028325303e-05,15.578178912662976,10,0.0003184326248755,JJ,"{'NN', 'JJ'}",0,accident,accident,accid,47.16884805075463
cultivated,14,2.044094028325303e-05,15.578178912662976,10,0.0003184326248755,JJ,"{'JJ', 'VBN', 'VBD'}",0,cultiv,cultiv,cult,32.95841441358507
avarice,14,2.044094028325303e-05,15.578178912662976,7,0.0003184326248755,NN,"{'RB', 'NN', 'JJ'}",0,avaric,avaric,av,25.9688587169834
bible,14,2.044094028325303e-05,15.578178912662976,5,0.0003184326248755,JJ,"{'NN', 'JJ'}",0,bibl,bibl,bibl,39.111973531575565
venice,14,2.044094028325303e-05,15.578178912662976,6,0.0003184326248755,NN,"{'NN', 'JJ', 'NNS', 'FW'}",0,venic,venic,ven,36.12559870627234
barnabas,14,2.044094028325303e-05,15.578178912662976,8,0.0003184326248755,NN,"{'NN', 'JJ', 'VB'}",0,barnaba,barnaba,barnaba,17.79221201268866
writ,14,2.044094028325303e-05,15.578178912662976,4,0.0003184326248755,NN,"{'VBN', 'VBD', 'VBZ', 'VBP', 'NN'}",0,writ,writ,writ,41.9377174339668
judg,14,2.044094028325303e-05,15.578178912662976,4,0.0003184326248755,NN,"{'VBP', 'NN', 'JJ', 'VB'}",0,judg,judg,judg,36.12559870627234
simplicity,14,2.044094028325303e-05,15.578178912662976,10,0.0003184326248755,NN,{'NN'},0,simplic,simplic,simpl,29.58442402537732
exercises,14,2.044094028325303e-05,15.578178912662976,9,0.0003184326248755,NNS,"{'NNS', 'VBZ'}",0,exercis,exercis,exerc,36.12559870627234
lowest,14,2.044094028325303e-05,15.578178912662976,6,0.0003184326248755,JJS,{'JJS'},0,lowest,lowest,lowest,36.12559870627234
quickly,14,2.044094028325303e-05,15.578178912662976,7,0.0003184326248755,RB,{'RB'},0,quickli,quick,quick,49.59838156185835
cruel,14,2.044094028325303e-05,15.578178912662976,5,0.0003184326248755,JJ,"{'NN', 'JJ'}",0,cruel,cruel,cruel,13.031399676568086
restrain,14,2.044094028325303e-05,15.578178912662976,8,0.0003184326248755,VB,"{'VBP', 'NN', 'VB'}",0,restrain,restrain,restrain,36.12559870627234
intent,14,2.044094028325303e-05,15.578178912662976,6,0.0003184326248755,NN,"{'VBP', 'NN', 'JJ', 'VB'}",0,intent,intent,int,41.9377174339668
brute,14,2.044094028325303e-05,15.578178912662976,5,0.0003184326248755,NN,"{'NN', 'JJ'}",0,brute,brute,brut,32.95841441358507
appropriate,14,2.044094028325303e-05,15.578178912662976,11,0.0003184326248755,VB,"{'NN', 'JJ', 'IN', 'VB'}",0,appropri,appropri,appropry,29.58442402537732
tendency,14,2.044094028325303e-05,15.578178912662976,8,0.0003184326248755,NN,{'NN'},0,tendenc,tendenc,tend,36.12559870627234
multiplication,14,2.044094028325303e-05,15.578178912662976,14,0.0003184326248755,NN,{'NN'},0,multipl,multipl,multiply,41.9377174339668
deprived,14,2.044094028325303e-05,15.578178912662976,8,0.0003184326248755,VBN,{'VBN'},0,depriv,depriv,depr,41.9377174339668
disadvantages,14,2.044094028325303e-05,15.578178912662976,13,0.0003184326248755,NNS,{'NNS'},0,disadvantag,disadvantag,disadv,41.9377174339668
mee,14,2.044094028325303e-05,15.578178912662976,3,0.0003184326248755,NN,"{'PDT', 'VB', 'NN', 'JJ', 'NNS'}",0,mee,mee,mee,29.58442402537732
refused,14,2.044094028325303e-05,15.578178912662976,7,0.0003184326248755,VBD,"{'VBN', 'VBD'}",0,refus,refus,refus,41.9377174339668
seat,14,2.044094028325303e-05,15.578178912662976,4,0.0003184326248755,NN,"{'VBP', 'NN'}",0,seat,seat,seat,44.6189504161142
liberality,14,2.044094028325303e-05,15.578178912662976,10,0.0003184326248755,NN,{'NN'},0,liber,liber,lib,39.111973531575565
whilest,14,2.044094028325303e-05,15.578178912662976,7,0.0003184326248755,JJS,"{'VBP', 'NN', 'IN', 'WP', 'JJS'}",0,whilest,whilest,whilest,32.95841441358507
limit,14,2.044094028325303e-05,15.578178912662976,5,0.0003184326248755,VB,"{'VBP', 'NN', 'VB'}",0,limit,limit,limit,44.6189504161142
destitute,14,2.044094028325303e-05,15.578178912662976,9,0.0003184326248755,NN,"{'NN', 'JJ', 'VB'}",0,destitut,destitut,destitut,36.12559870627234
reserved,14,2.044094028325303e-05,15.578178912662976,8,0.0003184326248755,VBN,"{'VBN', 'VBD'}",0,reserv,reserv,reserv,41.9377174339668
experiment,14,2.044094028325303e-05,15.578178912662976,10,0.0003184326248755,NN,"{'VBP', 'NN', 'VB'}",0,experi,experi,expery,36.12559870627234
republics,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,NNS,{'NNS'},0,republ,republ,republ,39.111973531575565
substitute,13,1.898087312016353e-05,15.68509411657949,10,0.0002977167813046,VB,"{'VBP', 'NN', 'VB'}",0,substitut,substitut,substitut,36.12559870627234
noble,13,1.898087312016353e-05,15.68509411657949,5,0.0002977167813046,JJ,{'JJ'},0,nobl,nobl,nobl,39.111973531575565
exclude,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,VB,"{'VBP', 'RB', 'VB'}",0,exclud,exclud,exclud,41.9377174339668
silent,13,1.898087312016353e-05,15.68509411657949,6,0.0002977167813046,JJ,"{'NN', 'JJ'}",0,silent,silent,sil,39.111973531575565
feeble,13,1.898087312016353e-05,15.68509411657949,6,0.0002977167813046,JJ,{'JJ'},0,feebl,feebl,feebl,25.9688587169834
crosse,13,1.898087312016353e-05,15.68509411657949,6,0.0002977167813046,NN,"{'NN', 'VB'}",0,cross,cross,cross,32.95841441358507
experiments,13,1.898087312016353e-05,15.68509411657949,11,0.0002977167813046,NNS,"{'NNS', 'VBZ'}",0,experi,experi,expery,36.12559870627234
prescribe,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,VB,"{'VBP', 'NN', 'VB'}",0,prescrib,prescrib,prescrib,41.9377174339668
thereon,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,NN,"{'NN', 'VB'}",0,thereon,thereon,thereon,47.16884805075463
abundance,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,NN,{'NN'},0,abund,abund,abund,41.9377174339668
domestic,13,1.898087312016353e-05,15.68509411657949,8,0.0002977167813046,JJ,{'JJ'},0,domest,domest,domest,36.12559870627234
inference,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,NN,{'NN'},0,infer,infer,inf,39.111973531575565
benevolence,13,1.898087312016353e-05,15.68509411657949,11,0.0002977167813046,NN,{'NN'},0,benevol,benevol,benevol,29.58442402537732
wrangling,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,VBG,"{'NN', 'VBG'}",0,wrangl,wrangl,wrangl,32.95841441358507
immense,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,JJ,"{'NN', 'JJ'}",0,immens,immens,immens,29.58442402537732
heare,13,1.898087312016353e-05,15.68509411657949,5,0.0002977167813046,VB,"{'VBP', 'JJ', 'VB'}",0,hear,hear,hear,32.95841441358507
troubled,13,1.898087312016353e-05,15.68509411657949,8,0.0002977167813046,VBN,"{'JJ', 'VBN'}",0,troubl,troubl,troubl,47.16884805075463
escaped,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,VBN,"{'VBN', 'VBD'}",0,escap,escap,escap,29.58442402537732
patriotism,13,1.898087312016353e-05,15.68509411657949,10,0.0002977167813046,NN,"{'NN', 'VB'}",0,patriot,patriot,patriot,17.79221201268866
oftentimes,13,1.898087312016353e-05,15.68509411657949,10,0.0002977167813046,NNS,"{'RB', 'VBZ', 'VBP', 'JJ', 'NNS'}",0,oftentim,oftentim,oftentim,41.9377174339668
services,13,1.898087312016353e-05,15.68509411657949,8,0.0002977167813046,NNS,{'NNS'},0,servic,servic,serv,25.9688587169834
adapted,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,VBN,"{'JJ', 'VBN'}",0,adapt,adapt,adapt,39.111973531575565
dayes,13,1.898087312016353e-05,15.68509411657949,5,0.0002977167813046,NNS,"{'JJ', 'NNS'}",0,day,day,day,44.6189504161142
metaphorically,13,1.898087312016353e-05,15.68509411657949,14,0.0002977167813046,RB,{'RB'},0,metaphor,metaphor,metaph,39.111973531575565
similar,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,JJ,{'JJ'},0,similar,similar,simil,41.9377174339668
useth,13,1.898087312016353e-05,15.68509411657949,5,0.0002977167813046,VBZ,"{'VBZ', 'NN', 'JJ', 'IN', 'NNS'}",0,useth,useth,use,39.111973531575565
remission,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,NN,{'NN'},0,remiss,remiss,remit,25.9688587169834
fertile,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,JJ,"{'NN', 'JJ'}",0,fertil,fertil,fertil,36.12559870627234
lawmaker,13,1.898087312016353e-05,15.68509411657949,8,0.0002977167813046,NN,{'NN'},0,lawmak,lawmak,lawmak,29.58442402537732
temples,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,NNS,{'NNS'},0,templ,templ,templ,36.12559870627234
l,13,1.898087312016353e-05,15.68509411657949,1,0.0002977167813046,NN,"{'NN', 'JJ'}",0,l,l,l,32.95841441358507
compass,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,NN,"{'NN', 'VB'}",0,compass,compass,compass,47.16884805075463
contributed,13,1.898087312016353e-05,15.68509411657949,11,0.0002977167813046,VBN,"{'VBN', 'VBD'}",0,contribut,contribut,contribut,44.6189504161142
sacrament,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,NN,"{'NN', 'JJ', 'VBD'}",0,sacrament,sacrament,sacra,25.9688587169834
directs,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,VBZ,"{'VB', 'NNS', 'VBZ'}",0,direct,direct,direct,36.12559870627234
pity,13,1.898087312016353e-05,15.68509411657949,4,0.0002977167813046,NN,{'NN'},0,piti,piti,pity,17.79221201268866
recover,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,VB,"{'VBP', 'VBD', 'VB'}",0,recov,recov,recov,49.59838156185835
jacob,13,1.898087312016353e-05,15.68509411657949,5,0.0002977167813046,NN,"{'RB', 'NN', 'VBP', 'VB'}",0,jacob,jacob,jacob,36.12559870627234
graces,13,1.898087312016353e-05,15.68509411657949,6,0.0002977167813046,NNS,"{'NNS', 'VBZ'}",0,grace,grace,grac,29.58442402537732
accompany,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,VB,"{'VBP', 'NN', 'IN', 'VB'}",0,accompani,accompani,accompany,49.59838156185835
beware,13,1.898087312016353e-05,15.68509411657949,6,0.0002977167813046,VB,"{'NN', 'VB'}",0,bewar,bewar,bew,36.12559870627234
directing,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,VBG,{'VBG'},0,direct,direct,direct,22.06279935313617
resisting,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,VBG,"{'NN', 'VBG'}",0,resist,resist,resist,32.95841441358507
selling,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,VBG,"{'NN', 'VBG'}",0,sell,sell,sel,39.111973531575565
exactness,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,NN,"{'NN', 'VB'}",0,exact,exact,exact,44.6189504161142
correspondence,13,1.898087312016353e-05,15.68509411657949,14,0.0002977167813046,NN,{'NN'},0,correspond,correspond,correspond,36.12559870627234
enabled,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,VBN,"{'VBN', 'VBD'}",0,enabl,enabl,en,36.12559870627234
soldiers,13,1.898087312016353e-05,15.68509411657949,8,0.0002977167813046,NNS,"{'NNS', 'VB'}",0,soldier,soldier,soldy,36.12559870627234
greatly,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,RB,{'RB'},0,greatli,great,gre,32.95841441358507
solubility,13,1.898087312016353e-05,15.68509411657949,10,0.0002977167813046,NN,{'NN'},0,solubl,solubl,solubl,41.9377174339668
errours,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,NNS,"{'NN', 'NNS', 'VBZ'}",0,errour,errour,erro,36.12559870627234
returns,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,NNS,"{'NNS', 'VBZ'}",0,return,return,return,39.111973531575565
big,13,1.898087312016353e-05,15.68509411657949,3,0.0002977167813046,JJ,{'JJ'},0,big,big,big,44.6189504161142
offers,13,1.898087312016353e-05,15.68509411657949,6,0.0002977167813046,VBZ,"{'NNS', 'VBZ'}",0,offer,offer,off,39.111973531575565
feels,13,1.898087312016353e-05,15.68509411657949,5,0.0002977167813046,VBZ,"{'NNS', 'VBZ'}",0,feel,feel,feel,32.95841441358507
hereby,13,1.898087312016353e-05,15.68509411657949,6,0.0002977167813046,NN,"{'RB', 'NN', 'VBN', 'VBP'}",0,herebi,herebi,hereby,49.59838156185835
provision,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,NN,{'NN'},0,provis,provis,provid,41.9377174339668
gospell,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,NN,{'NN'},0,gospel,gospel,gospel,29.58442402537732
holdeth,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,VBZ,"{'VBD', 'VB', 'VBZ', 'NN', 'NNS'}",0,holdeth,holdeth,holde,39.111973531575565
outside,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,IN,"{'NN', 'JJ', 'IN'}",0,outsid,outsid,outsid,36.12559870627234
discovering,13,1.898087312016353e-05,15.68509411657949,11,0.0002977167813046,VBG,"{'NN', 'VBG'}",0,discov,discov,discov,39.111973531575565
seditious,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,JJ,{'JJ'},0,sediti,sediti,sed,44.6189504161142
countrey,13,1.898087312016353e-05,15.68509411657949,8,0.0002977167813046,NN,{'NN'},0,countrey,countrey,countrey,36.12559870627234
productions,13,1.898087312016353e-05,15.68509411657949,11,0.0002977167813046,NNS,{'NNS'},0,product,product,produc,29.58442402537732
beforehand,13,1.898087312016353e-05,15.68509411657949,10,0.0002977167813046,NN,"{'VBP', 'NN', 'VB'}",0,beforehand,beforehand,beforehand,39.111973531575565
drive,13,1.898087312016353e-05,15.68509411657949,5,0.0002977167813046,VB,"{'VBP', 'VB'}",0,drive,drive,driv,44.6189504161142
negligence,13,1.898087312016353e-05,15.68509411657949,10,0.0002977167813046,NN,{'NN'},0,neglig,neglig,neglig,47.16884805075463
aggressor,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,NN,"{'NN', 'VBN'}",0,aggressor,aggressor,aggress,25.9688587169834
deceived,13,1.898087312016353e-05,15.68509411657949,8,0.0002977167813046,VBN,"{'VBN', 'VBD'}",0,deceiv,deceiv,deceiv,41.9377174339668
kindred,13,1.898087312016353e-05,15.68509411657949,7,0.0002977167813046,VBN,"{'JJ', 'VBN', 'VBD'}",0,kindr,kindr,kindr,29.58442402537732
supported,13,1.898087312016353e-05,15.68509411657949,9,0.0002977167813046,VBN,"{'VBN', 'VBD'}",0,support,support,support,39.111973531575565
lyeth,13,1.898087312016353e-05,15.68509411657949,5,0.0002977167813046,VBZ,"{'NN', 'JJ', 'VBZ'}",0,lyeth,lyeth,lye,36.12559870627234
