term_str,n,p,i,n_chars,h,max_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster
imperfections,7,1.0220470141626515e-05,16.578178912662977,13,0.0001694367825794143,NNS,{'NNS'},0,imperfect,imperfect,imperfect
spontaneous,7,1.0220470141626515e-05,16.578178912662977,11,0.0001694367825794143,JJ,{'JJ'},0,spontan,spontan,spont
absolution,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,NN,{'NN'},0,absolut,absolut,absolv
forgotten,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,VBN,"{'JJ', 'VBN'}",0,forgotten,forgotten,forgot
macchiavelli,7,1.0220470141626515e-05,16.578178912662977,12,0.0001694367825794143,NN,{'NN'},0,macchiavelli,macchiavelli,macchiavell
offenders,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,NNS,{'NNS'},0,offend,offend,offend
newborn,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,JJ,"{'JJ', 'NNS'}",0,newborn,newborn,newborn
renew,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,VB,{'VB'},0,renew,renew,renew
conversed,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,VBD,"{'VBN', 'VBD'}",0,convers,convers,convers
adventitious,7,1.0220470141626515e-05,16.578178912662977,12,0.0001694367825794143,JJ,{'JJ'},0,adventiti,adventiti,adv
beginneth,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,VBZ,"{'NN', 'IN', 'VBZ'}",0,beginneth,beginneth,beginne
pillar,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,NN,"{'NN', 'JJ'}",0,pillar,pillar,pill
quarter,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,NN,{'NN'},0,quarter,quarter,quart
swearing,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,VBG,"{'NN', 'VBG'}",0,swear,swear,swear
tabernacle,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,NN,{'NN'},0,tabernacl,tabernacl,tabernac
associations,7,1.0220470141626515e-05,16.578178912662977,12,0.0001694367825794143,NNS,{'NNS'},0,associ,associ,assocy
angry,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,JJ,"{'NN', 'JJ'}",0,angri,angri,angry
vi,7,1.0220470141626515e-05,16.578178912662977,2,0.0001694367825794143,NN,"{'VBP', 'NN'}",0,vi,vi,vi
omission,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,NN,{'NN'},0,omiss,omiss,omit
efforts,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,NNS,{'NNS'},0,effort,effort,effort
baptist,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,NN,{'NN'},0,baptist,baptist,bapt
ardour,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,NN,"{'NN', 'NNS'}",0,ardour,ardour,ardo
orderly,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,JJ,"{'RB', 'NN', 'JJ'}",0,orderli,order,ord
therewith,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,NN,"{'VBD', 'VB', 'VBP', 'NN', 'JJ', 'RP'}",0,therewith,therewith,therewi
owned,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,VBN,"{'VBN', 'VBD'}",0,own,own,own
yards,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,NNS,{'NNS'},0,yard,yard,yard
regal,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,JJ,"{'NN', 'JJ'}",0,regal,regal,reg
aggregate,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,NN,{'NN'},0,aggreg,aggreg,aggreg
wheat,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,NN,{'NN'},0,wheat,wheat,whe
closes,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,VBZ,{'VBZ'},0,close,close,clos
hooker,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,NN,{'NN'},0,hooker,hooker,hook
conducing,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,VBG,"{'NN', 'VBG'}",0,conduc,conduc,conduc
propagated,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,VBN,{'VBN'},0,propag,propag,prop
blows,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,NNS,"{'NNS', 'VBZ', 'VB'}",0,blow,blow,blow
seventhly,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,RB,"{'RB', 'JJ'}",0,seventhli,seventh,seventh
london,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,NN,"{'NN', 'JJ'}",0,london,london,london
pecuniary,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,JJ,"{'NN', 'JJ'}",0,pecuniari,pecuniari,pecuny
admonition,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,NN,{'NN'},0,admonit,admonit,admonit
restauration,7,1.0220470141626515e-05,16.578178912662977,12,0.0001694367825794143,NN,{'NN'},0,restaur,restaur,resta
flowers,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,NNS,{'NNS'},0,flower,flower,flow
population,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,NN,{'NN'},0,popul,popul,pop
persuasion,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,NN,"{'VBP', 'NN'}",0,persuas,persuas,persuas
projects,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,NNS,{'NNS'},0,project,project,project
offending,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,VBG,{'VBG'},0,offend,offend,offend
voices,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,NNS,{'NNS'},0,voic,voic,voic
irrational,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,JJ,{'JJ'},0,irrat,irrat,ir
actors,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,NNS,{'NNS'},0,actor,actor,act
carryed,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VBN,"{'JJ', 'VBN', 'VBD'}",0,carri,carri,carry
senseless,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,JJ,"{'RB', 'NN', 'JJ'}",0,senseless,senseless,senseless
attends,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VBZ,{'VBZ'},0,attend,attend,attend
dares,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,VBZ,{'VBZ'},0,dare,dare,dar
therfore,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,NN,"{'RB', 'NN', 'IN', 'VB'}",0,therfor,therfor,therf
abstraction,7,1.0220470141626515e-05,16.578178912662977,11,0.0001694367825794143,NN,{'NN'},0,abstract,abstract,abstract
rectify,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VB,"{'NN', 'VB'}",0,rectifi,rectifi,rect
odds,7,1.0220470141626515e-05,16.578178912662977,4,0.0001694367825794143,NNS,{'NNS'},0,odd,odd,od
solitary,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,JJ,{'JJ'},0,solitari,solitari,solit
beareth,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VBZ,"{'VB', 'VBP', 'VBZ'}",0,beareth,beareth,beare
conceiving,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,VBG,{'VBG'},0,conceiv,conceiv,conceiv
metaphors,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,NNS,{'NNS'},0,metaphor,metaphor,metaph
absolve,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VB,"{'VBP', 'NNS', 'VB'}",0,absolv,absolv,absolv
grain,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,NN,{'NN'},0,grain,grain,grain
indian,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,JJ,{'JJ'},0,indian,indian,ind
entrusted,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,VBN,"{'VBN', 'VBD'}",0,entrust,entrust,entrust
exceptions,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,NNS,"{'VBG', 'NNS'}",0,except,except,exceiv
tribunate,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,NN,{'NN'},0,tribun,tribun,tribun
designation,7,1.0220470141626515e-05,16.578178912662977,11,0.0001694367825794143,NN,{'NN'},0,design,design,design
haeresie,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,NN,"{'NN', 'JJ', 'VBN', 'VB'}",0,haeresi,haeresi,haeresy
bounty,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,NN,{'NN'},0,bounti,bounti,bounty
golden,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,JJ,{'JJ'},0,golden,golden,gold
subtilty,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,NN,{'NN'},0,subtilti,subtilti,subtil
anointed,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,VBN,"{'JJ', 'VBN', 'VBD'}",0,anoint,anoint,anoint
fift,7,1.0220470141626515e-05,16.578178912662977,4,0.0001694367825794143,NN,"{'NN', 'JJ'}",0,fift,fift,fift
concludeth,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,NN,"{'NN', 'VBD', 'VBZ'}",0,concludeth,concludeth,conclude
leasure,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,NN,{'NN'},0,leasur,leasur,leas
wishes,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,VBZ,"{'NNS', 'VBZ'}",0,wish,wish,wish
usurpations,7,1.0220470141626515e-05,16.578178912662977,11,0.0001694367825794143,NNS,{'NNS'},0,usurp,usurp,usurp
forty,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,JJ,"{'NN', 'JJ'}",0,forti,forti,forty
base,7,1.0220470141626515e-05,16.578178912662977,4,0.0001694367825794143,VB,"{'VBP', 'NN', 'JJ', 'VB'}",0,base,base,bas
concentrated,7,1.0220470141626515e-05,16.578178912662977,12,0.0001694367825794143,VBN,"{'JJ', 'VBN', 'VBD'}",0,concentr,concentr,cont
ceaseth,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VBZ,"{'NN', 'NNS', 'VBZ'}",0,ceaseth,ceaseth,cease
bating,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,VBG,"{'NN', 'VBG'}",0,bate,bate,bat
involves,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,VBZ,"{'NNS', 'VBZ'}",0,involv,involv,involv
democratic,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,JJ,{'JJ'},0,democrat,democrat,democr
spare,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,VB,"{'JJ', 'VB'}",0,spare,spare,spar
recommended,7,1.0220470141626515e-05,16.578178912662977,11,0.0001694367825794143,VBN,"{'VBN', 'VBD'}",0,recommend,recommend,recommend
attempted,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,VBN,"{'VBN', 'VBD'}",0,attempt,attempt,attempt
hookers,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,NNS,{'NNS'},0,hooker,hooker,hook
ministeriall,7,1.0220470141626515e-05,16.578178912662977,12,0.0001694367825794143,JJ,"{'NN', 'JJ'}",0,ministerial,ministerial,ministerial
national,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,JJ,{'JJ'},0,nation,nation,nat
extant,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,JJ,"{'VBP', 'JJ', 'VBN'}",0,extant,extant,ext
births,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,NNS,{'NNS'},0,birth,birth,birth
foreseen,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,JJ,"{'NN', 'JJ', 'VBN'}",0,foreseen,foreseen,foreseen
assembling,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,VBG,"{'NN', 'VBG'}",0,assembl,assembl,assembl
imprint,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VB,"{'VBP', 'NN', 'VB'}",0,imprint,imprint,imprint
peru,7,1.0220470141626515e-05,16.578178912662977,4,0.0001694367825794143,NN,{'NN'},0,peru,peru,peru
propound,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,VB,"{'VBP', 'IN', 'VB'}",0,propound,propound,propound
contrivance,7,1.0220470141626515e-05,16.578178912662977,11,0.0001694367825794143,NN,{'NN'},0,contriv,contriv,cont
accompanying,7,1.0220470141626515e-05,16.578178912662977,12,0.0001694367825794143,VBG,{'VBG'},0,accompani,accompani,accompany
lasts,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,VBZ,"{'NNS', 'VBZ'}",0,last,last,last
ordination,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,NN,{'NN'},0,ordin,ordin,ordin
remarked,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,VBN,"{'JJ', 'VBN', 'VBD'}",0,remark,remark,remark
indefinitely,7,1.0220470141626515e-05,16.578178912662977,12,0.0001694367825794143,RB,{'RB'},0,indefinit,indefinit,indefinit
addeth,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,VBZ,"{'VB', 'RP', 'NN', 'VBZ'}",0,addeth,addeth,adde
egyptian,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,JJ,{'JJ'},0,egyptian,egyptian,egypt
resource,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,NN,{'NN'},0,resourc,resourc,resourc
laudable,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,JJ,{'JJ'},0,laudabl,laudabl,laud
narrowness,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,NN,{'NN'},0,narrow,narrow,narrow
wheels,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,NNS,{'NNS'},0,wheel,wheel,wheel
damages,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,NNS,{'NNS'},0,damag,damag,dam
stress,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,NN,{'NN'},0,stress,stress,stress
martyr,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,NN,"{'NN', 'JJ'}",0,martyr,martyr,martyr
decreed,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VBN,"{'VBP', 'VBN', 'VB'}",0,decre,decre,decree
invalidate,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,VB,"{'VBP', 'VB'}",0,invalid,invalid,invalid
accepteth,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,VBZ,"{'VBP', 'IN', 'VBZ'}",0,accepteth,accepteth,accepte
worshipping,7,1.0220470141626515e-05,16.578178912662977,11,0.0001694367825794143,VBG,"{'NN', 'VBG'}",0,worship,worship,worship
imprisonment,7,1.0220470141626515e-05,16.578178912662977,12,0.0001694367825794143,NN,"{'NN', 'JJ', 'VB'}",0,imprison,imprison,imprison
possesse,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,VB,"{'NN', 'VBZ', 'VB'}",0,possess,possess,possess
framing,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VBG,"{'NN', 'VBG'}",0,frame,frame,fram
confesseth,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,VBZ,{'VBZ'},0,confesseth,confesseth,confesse
gladly,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,RB,{'RB'},0,gladli,glad,glad
fulfilling,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,VBG,"{'NN', 'VBG'}",0,fulfil,fulfil,fulfil
usuall,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,JJ,"{'NN', 'JJ'}",0,usual,usual,usual
infidels,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,NNS,{'NNS'},0,infidel,infidel,infidel
appointing,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,VBG,"{'NN', 'VBG'}",0,appoint,appoint,appoint
extremity,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,NN,{'NN'},0,extrem,extrem,extrem
registers,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,NNS,{'NNS'},0,regist,regist,reg
commits,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VBZ,{'VBZ'},0,commit,commit,commit
inevitably,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,RB,{'RB'},0,inevit,inevit,inevit
clothed,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VBN,"{'VBN', 'VBD'}",0,cloth,cloth,cloth
crave,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,VBP,"{'VBP', 'VB'}",0,crave,crave,crav
challenge,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,VBP,"{'VBP', 'NN', 'VB'}",0,challeng,challeng,challeng
voted,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,VBD,"{'VBN', 'VBD'}",0,vote,vote,vot
federative,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,JJ,{'JJ'},0,feder,feder,fed
dreamed,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VBD,"{'NN', 'VBN', 'VBD'}",0,dream,dream,dream
incorporated,7,1.0220470141626515e-05,16.578178912662977,12,0.0001694367825794143,VBN,"{'JJ', 'VBN', 'VBD'}",0,incorpor,incorpor,incorp
risk,7,1.0220470141626515e-05,16.578178912662977,4,0.0001694367825794143,NN,"{'VBP', 'NN', 'VB'}",0,risk,risk,risk
strictly,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,RB,{'RB'},0,strictli,strict,strictly
rid,7,1.0220470141626515e-05,16.578178912662977,3,0.0001694367825794143,JJ,"{'JJ', 'VB'}",0,rid,rid,rid
proveth,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VBZ,"{'VBP', 'VBZ'}",0,proveth,proveth,prove
assisted,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,VBN,"{'VBN', 'VBD'}",0,assist,assist,assist
invincible,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,JJ,{'JJ'},0,invinc,invinc,invinc
meantime,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,NN,{'NN'},0,meantim,meantim,meantim
vile,7,1.0220470141626515e-05,16.578178912662977,4,0.0001694367825794143,JJ,"{'VBP', 'NN', 'JJ', 'IN'}",0,vile,vile,vil
acre,7,1.0220470141626515e-05,16.578178912662977,4,0.0001694367825794143,NN,{'NN'},0,acr,acr,acr
serveth,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VBZ,"{'NN', 'JJ', 'NNS', 'VBZ'}",0,serveth,serveth,serve
cleerly,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,RB,"{'RB', 'JJ'}",0,cleerli,cleer,cle
colony,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,NN,{'NN'},0,coloni,coloni,colony
spain,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,NN,{'NN'},0,spain,spain,spain
appointment,7,1.0220470141626515e-05,16.578178912662977,11,0.0001694367825794143,NN,{'NN'},0,appoint,appoint,appoint
constrain,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,VB,"{'VBP', 'NN', 'VB'}",0,constrain,constrain,constrain
phantasticall,7,1.0220470141626515e-05,16.578178912662977,13,0.0001694367825794143,NN,"{'NN', 'JJ'}",0,phantastical,phantastical,phantastical
conduits,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,NNS,{'NNS'},0,conduit,conduit,conduit
surest,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,JJS,"{'NN', 'JJS', 'VB'}",0,surest,surest,surest
south,7,1.0220470141626515e-05,16.578178912662977,5,0.0001694367825794143,NN,"{'NN', 'JJ'}",0,south,south,sou
omitted,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,VBN,"{'VBN', 'VBD'}",0,omit,omit,omit
levi,7,1.0220470141626515e-05,16.578178912662977,4,0.0001694367825794143,NN,{'NN'},0,levi,levi,lev
contributions,7,1.0220470141626515e-05,16.578178912662977,13,0.0001694367825794143,NNS,{'NNS'},0,contribut,contribut,contribut
impositions,7,1.0220470141626515e-05,16.578178912662977,11,0.0001694367825794143,NNS,{'NNS'},0,imposit,imposit,imposit
ordain,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,VB,"{'VBP', 'VB'}",0,ordain,ordain,ordain
entring,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,NN,"{'NN', 'VBG'}",0,entr,entr,ent
lets,7,1.0220470141626515e-05,16.578178912662977,4,0.0001694367825794143,VBZ,"{'NNS', 'VBZ'}",0,let,let,let
tribute,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,NN,"{'VBP', 'NN', 'VB'}",0,tribut,tribut,tribut
inconstancy,7,1.0220470141626515e-05,16.578178912662977,11,0.0001694367825794143,NN,{'NN'},0,inconst,inconst,inconst
coherence,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,NN,{'NN'},0,coher,coher,coh
obstinacy,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,NN,{'NN'},0,obstinaci,obstinaci,obstin
glasses,7,1.0220470141626515e-05,16.578178912662977,7,0.0001694367825794143,NNS,{'NNS'},0,glass,glass,glass
vigorous,7,1.0220470141626515e-05,16.578178912662977,8,0.0001694367825794143,JJ,{'JJ'},0,vigor,vigor,vig
bid,7,1.0220470141626515e-05,16.578178912662977,3,0.0001694367825794143,VB,"{'VBP', 'NN', 'VBD', 'VB'}",0,bid,bid,bid
extending,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,VBG,{'VBG'},0,extend,extend,extend
counselled,7,1.0220470141626515e-05,16.578178912662977,10,0.0001694367825794143,VBN,"{'VBN', 'VBD'}",0,counsel,counsel,counsel
breaks,7,1.0220470141626515e-05,16.578178912662977,6,0.0001694367825794143,VBZ,"{'NNS', 'VBZ'}",0,break,break,break
contemplate,7,1.0220470141626515e-05,16.578178912662977,11,0.0001694367825794143,VB,"{'JJ', 'VB'}",0,contempl,contempl,contempl
institute,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,VB,"{'VBP', 'NN', 'VB'}",0,institut,institut,institut
counsells,7,1.0220470141626515e-05,16.578178912662977,9,0.0001694367825794143,NNS,{'NNS'},0,counsel,counsel,counsel
